eventID,occurrenceID,measurementType,measurmentTypeID,measurementValue,measurementUnit,measurementUnitID
ARG_PMADRY_PCUEVA_RS_20221216_HIGH,ARG_PMADRY_PCUEVA_RS_20221216_HIGH_S05_004,abundance,http://vocab.nerc.ac.uk/collection/P06/current/UPMS/,20,count,http://vocab.nerc.ac.uk/collection/P06/current/UPMS/
ARG_PMADRY_PCUEVA_RS_20221216_HIGH,ARG_PMADRY_PCUEVA_RS_20221216_HIGH_S05_005,abundance,http://vocab.nerc.ac.uk/collection/P06/current/UPMS/,4,count,http://vocab.nerc.ac.uk/collection/P06/current/UPMS/
ARG_PMADRY_PCUEVA_RS_20221216_HIGH,ARG_PMADRY_PCUEVA_RS_20221216_HIGH_S06_001,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,1,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARG_PMADRY_PCUEVA_RS_20221216_HIGH,ARG_PMADRY_PCUEVA_RS_20221216_HIGH_S06_003,abundance,http://vocab.nerc.ac.uk/collection/P06/current/UPMS/,16,count,http://vocab.nerc.ac.uk/collection/P06/current/UPMS/
ARG_PMADRY_PCUEVA_RS_20221216_HIGH,ARG_PMADRY_PCUEVA_RS_20221216_HIGH_S06_004,abundance,http://vocab.nerc.ac.uk/collection/P06/current/UPMS/,4,count,http://vocab.nerc.ac.uk/collection/P06/current/UPMS/
ARG_PMADRY_PCUEVA_RS_20221216_HIGH,ARG_PMADRY_PCUEVA_RS_20221216_HIGH_S07_001,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,1,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARG_PMADRY_PCUEVA_RS_20221216_HIGH,ARG_PMADRY_PCUEVA_RS_20221216_HIGH_S07_002,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,3,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARG_PMADRY_PCUEVA_RS_20221216_HIGH,ARG_PMADRY_PCUEVA_RS_20221216_HIGH_S07_004,abundance,http://vocab.nerc.ac.uk/collection/P06/current/UPMS/,8,count,http://vocab.nerc.ac.uk/collection/P06/current/UPMS/
ARG_PMADRY_PCUEVA_RS_20221216_HIGH,ARG_PMADRY_PCUEVA_RS_20221216_HIGH_S07_005,abundance,http://vocab.nerc.ac.uk/collection/P06/current/UPMS/,4,count,http://vocab.nerc.ac.uk/collection/P06/current/UPMS/
ARG_PMADRY_PCUEVA_RS_20221216_HIGH,ARG_PMADRY_PCUEVA_RS_20221216_HIGH_S08_001,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,3,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARG_PMADRY_PCUEVA_RS_20221216_HIGH,ARG_PMADRY_PCUEVA_RS_20221216_HIGH_S08_003,abundance,http://vocab.nerc.ac.uk/collection/P06/current/UPMS/,4,count,http://vocab.nerc.ac.uk/collection/P06/current/UPMS/
ARG_PMADRY_PCUEVA_RS_20221216_HIGH,ARG_PMADRY_PCUEVA_RS_20221216_HIGH_S08_004,abundance,http://vocab.nerc.ac.uk/collection/P06/current/UPMS/,4,count,http://vocab.nerc.ac.uk/collection/P06/current/UPMS/
ARG_PMADRY_PCUEVA_RS_20221216_HIGH,ARG_PMADRY_PCUEVA_RS_20221216_HIGH_S09_001,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,2,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARG_PMADRY_PCUEVA_RS_20221216_HIGH,ARG_PMADRY_PCUEVA_RS_20221216_HIGH_S09_003,abundance,http://vocab.nerc.ac.uk/collection/P06/current/UPMS/,8,count,http://vocab.nerc.ac.uk/collection/P06/current/UPMS/
ARG_PMADRY_PCUEVA_RS_20221216_HIGH,ARG_PMADRY_PCUEVA_RS_20221216_HIGH_S09_004,abundance,http://vocab.nerc.ac.uk/collection/P06/current/UPMS/,4,count,http://vocab.nerc.ac.uk/collection/P06/current/UPMS/
ARG_PMADRY_PCUEVA_RS_20221216_HIGH,ARG_PMADRY_PCUEVA_RS_20221216_HIGH_S10_001,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,2,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARG_PMADRY_PCUEVA_RS_20221216_HIGH,ARG_PMADRY_PCUEVA_RS_20221216_HIGH_S10_003,abundance,http://vocab.nerc.ac.uk/collection/P06/current/UPMS/,4,count,http://vocab.nerc.ac.uk/collection/P06/current/UPMS/
ARG_PMADRY_PCUEVA_RS_20221216_HIGH,ARG_PMADRY_PCUEVA_RS_20221216_HIGH_S10_004,abundance,http://vocab.nerc.ac.uk/collection/P06/current/UPMS/,4,count,http://vocab.nerc.ac.uk/collection/P06/current/UPMS/
ARG_PMADRY_PCUEVA_RS_20221216_LOW,ARG_PMADRY_PCUEVA_RS_20221216_LOW_S01_001,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,2,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARG_PMADRY_PCUEVA_RS_20221216_LOW,ARG_PMADRY_PCUEVA_RS_20221216_LOW_S01_002,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,1,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARG_PMADRY_PCUEVA_RS_20221216_LOW,ARG_PMADRY_PCUEVA_RS_20221216_LOW_S01_003,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,6,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARG_PMADRY_PCUEVA_RS_20221216_LOW,ARG_PMADRY_PCUEVA_RS_20221216_LOW_S01_005,abundance,http://vocab.nerc.ac.uk/collection/P06/current/UPMS/,4,count,http://vocab.nerc.ac.uk/collection/P06/current/UPMS/
ARG_PMADRY_PCUEVA_RS_20221216_LOW,ARG_PMADRY_PCUEVA_RS_20221216_LOW_S01_006,abundance,http://vocab.nerc.ac.uk/collection/P06/current/UPMS/,64,count,http://vocab.nerc.ac.uk/collection/P06/current/UPMS/
ARG_PMADRY_PCUEVA_RS_20221216_LOW,ARG_PMADRY_PCUEVA_RS_20221216_LOW_S02_001,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,1,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARG_PMADRY_PCUEVA_RS_20221216_LOW,ARG_PMADRY_PCUEVA_RS_20221216_LOW_S02_002,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,28,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARG_PMADRY_PCUEVA_RS_20221216_LOW,ARG_PMADRY_PCUEVA_RS_20221216_LOW_S03_001,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,1,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARG_PMADRY_PCUEVA_RS_20221216_LOW,ARG_PMADRY_PCUEVA_RS_20221216_LOW_S03_002,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,10,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARG_PMADRY_PCUEVA_RS_20221216_LOW,ARG_PMADRY_PCUEVA_RS_20221216_LOW_S03_004,abundance,http://vocab.nerc.ac.uk/collection/P06/current/UPMS/,4,count,http://vocab.nerc.ac.uk/collection/P06/current/UPMS/
ARG_PMADRY_PCUEVA_RS_20221216_LOW,ARG_PMADRY_PCUEVA_RS_20221216_LOW_S03_005,abundance,http://vocab.nerc.ac.uk/collection/P06/current/UPMS/,4,count,http://vocab.nerc.ac.uk/collection/P06/current/UPMS/
ARG_PMADRY_PCUEVA_RS_20221216_LOW,ARG_PMADRY_PCUEVA_RS_20221216_LOW_S04_001,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,2,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARG_PMADRY_PCUEVA_RS_20221216_LOW,ARG_PMADRY_PCUEVA_RS_20221216_LOW_S04_002,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,10,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARG_PMADRY_PCUEVA_RS_20221216_LOW,ARG_PMADRY_PCUEVA_RS_20221216_LOW_S04_004,abundance,http://vocab.nerc.ac.uk/collection/P06/current/UPMS/,4,count,http://vocab.nerc.ac.uk/collection/P06/current/UPMS/
ARG_PMADRY_PCUEVA_RS_20221216_LOW,ARG_PMADRY_PCUEVA_RS_20221216_LOW_S04_005,abundance,http://vocab.nerc.ac.uk/collection/P06/current/UPMS/,16,count,http://vocab.nerc.ac.uk/collection/P06/current/UPMS/
ARG_PMADRY_PCUEVA_RS_20221216_LOW,ARG_PMADRY_PCUEVA_RS_20221216_LOW_S05_001,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,1,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARG_PMADRY_PCUEVA_RS_20221216_LOW,ARG_PMADRY_PCUEVA_RS_20221216_LOW_S05_002,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,28,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARG_PMADRY_PCUEVA_RS_20221216_LOW,ARG_PMADRY_PCUEVA_RS_20221216_LOW_S05_004,abundance,http://vocab.nerc.ac.uk/collection/P06/current/UPMS/,8,count,http://vocab.nerc.ac.uk/collection/P06/current/UPMS/
ARG_PMADRY_PCUEVA_RS_20221216_LOW,ARG_PMADRY_PCUEVA_RS_20221216_LOW_S05_005,abundance,http://vocab.nerc.ac.uk/collection/P06/current/UPMS/,8,count,http://vocab.nerc.ac.uk/collection/P06/current/UPMS/
ARG_PMADRY_PCUEVA_RS_20221216_LOW,ARG_PMADRY_PCUEVA_RS_20221216_LOW_S06_001,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,1,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARG_PMADRY_PCUEVA_RS_20221216_LOW,ARG_PMADRY_PCUEVA_RS_20221216_LOW_S06_002,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,7,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARG_PMADRY_PCUEVA_RS_20221216_LOW,ARG_PMADRY_PCUEVA_RS_20221216_LOW_S06_004,abundance,http://vocab.nerc.ac.uk/collection/P06/current/UPMS/,4,count,http://vocab.nerc.ac.uk/collection/P06/current/UPMS/
ARG_PMADRY_PCUEVA_RS_20221216_LOW,ARG_PMADRY_PCUEVA_RS_20221216_LOW_S07_001,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,1,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARG_PMADRY_PCUEVA_RS_20221216_LOW,ARG_PMADRY_PCUEVA_RS_20221216_LOW_S07_002,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,1,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARG_PMADRY_PCUEVA_RS_20221216_LOW,ARG_PMADRY_PCUEVA_RS_20221216_LOW_S07_003,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,5,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARG_PMADRY_PCUEVA_RS_20221216_LOW,ARG_PMADRY_PCUEVA_RS_20221216_LOW_S07_005,abundance,http://vocab.nerc.ac.uk/collection/P06/current/UPMS/,4,count,http://vocab.nerc.ac.uk/collection/P06/current/UPMS/
ARG_PMADRY_PCUEVA_RS_20221216_LOW,ARG_PMADRY_PCUEVA_RS_20221216_LOW_S07_006,abundance,http://vocab.nerc.ac.uk/collection/P06/current/UPMS/,4,count,http://vocab.nerc.ac.uk/collection/P06/current/UPMS/
ARG_PMADRY_PCUEVA_RS_20221216_LOW,ARG_PMADRY_PCUEVA_RS_20221216_LOW_S07_007,abundance,http://vocab.nerc.ac.uk/collection/P06/current/UPMS/,8,count,http://vocab.nerc.ac.uk/collection/P06/current/UPMS/
ARG_PMADRY_PCUEVA_RS_20221216_LOW,ARG_PMADRY_PCUEVA_RS_20221216_LOW_S08_001,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,1,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARG_PMADRY_PCUEVA_RS_20221216_LOW,ARG_PMADRY_PCUEVA_RS_20221216_LOW_S08_002,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,8,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARG_PMADRY_PCUEVA_RS_20221216_LOW,ARG_PMADRY_PCUEVA_RS_20221216_LOW_S08_004,abundance,http://vocab.nerc.ac.uk/collection/P06/current/UPMS/,140,count,http://vocab.nerc.ac.uk/collection/P06/current/UPMS/
ARG_PMADRY_PCUEVA_RS_20221216_LOW,ARG_PMADRY_PCUEVA_RS_20221216_LOW_S09_001,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,1,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARG_PMADRY_PCUEVA_RS_20221216_LOW,ARG_PMADRY_PCUEVA_RS_20221216_LOW_S09_002,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,7,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARG_PMADRY_PCUEVA_RS_20221216_LOW,ARG_PMADRY_PCUEVA_RS_20221216_LOW_S09_004,abundance,http://vocab.nerc.ac.uk/collection/P06/current/UPMS/,4,count,http://vocab.nerc.ac.uk/collection/P06/current/UPMS/
ARG_PMADRY_PCUEVA_RS_20221216_LOW,ARG_PMADRY_PCUEVA_RS_20221216_LOW_S09_005,abundance,http://vocab.nerc.ac.uk/collection/P06/current/UPMS/,52,count,http://vocab.nerc.ac.uk/collection/P06/current/UPMS/
ARG_PMADRY_PCUEVA_RS_20221216_LOW,ARG_PMADRY_PCUEVA_RS_20221216_LOW_S10_001,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,5,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARG_PMADRY_PCUEVA_RS_20221216_LOW,ARG_PMADRY_PCUEVA_RS_20221216_LOW_S10_003,abundance,http://vocab.nerc.ac.uk/collection/P06/current/UPMS/,4,count,http://vocab.nerc.ac.uk/collection/P06/current/UPMS/
ARG_PMADRY_PCUEVA_RS_20221216_LOW,ARG_PMADRY_PCUEVA_RS_20221216_LOW_S10_004,abundance,http://vocab.nerc.ac.uk/collection/P06/current/UPMS/,4,count,http://vocab.nerc.ac.uk/collection/P06/current/UPMS/
ARG_PMADRY_PCUEVA_RS_20221216_MID,ARG_PMADRY_PCUEVA_RS_20221216_MID_S01_001,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,3,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARG_PMADRY_PCUEVA_RS_20221216_MID,ARG_PMADRY_PCUEVA_RS_20221216_MID_S01_002,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,1,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARG_PMADRY_PCUEVA_RS_20221216_MID,ARG_PMADRY_PCUEVA_RS_20221216_MID_S01_004,abundance,http://vocab.nerc.ac.uk/collection/P06/current/UPMS/,36,count,http://vocab.nerc.ac.uk/collection/P06/current/UPMS/
ARG_PMADRY_PCUEVA_RS_20221216_MID,ARG_PMADRY_PCUEVA_RS_20221216_MID_S01_005,abundance,http://vocab.nerc.ac.uk/collection/P06/current/UPMS/,4,count,http://vocab.nerc.ac.uk/collection/P06/current/UPMS/
ARG_PMADRY_PCUEVA_RS_20221216_MID,ARG_PMADRY_PCUEVA_RS_20221216_MID_S02_001,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,3,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARG_PMADRY_PCUEVA_RS_20221216_MID,ARG_PMADRY_PCUEVA_RS_20221216_MID_S02_003,abundance,http://vocab.nerc.ac.uk/collection/P06/current/UPMS/,72,count,http://vocab.nerc.ac.uk/collection/P06/current/UPMS/
ARG_PMADRY_PCUEVA_RS_20221216_MID,ARG_PMADRY_PCUEVA_RS_20221216_MID_S03_001,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,3,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARG_PMADRY_PCUEVA_RS_20221216_MID,ARG_PMADRY_PCUEVA_RS_20221216_MID_S03_002,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,1,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARG_PMADRY_PCUEVA_RS_20221216_MID,ARG_PMADRY_PCUEVA_RS_20221216_MID_S03_004,abundance,http://vocab.nerc.ac.uk/collection/P06/current/UPMS/,40,count,http://vocab.nerc.ac.uk/collection/P06/current/UPMS/
ARG_PMADRY_PCUEVA_RS_20221216_MID,ARG_PMADRY_PCUEVA_RS_20221216_MID_S04_001,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,1,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARG_PMADRY_PCUEVA_RS_20221216_MID,ARG_PMADRY_PCUEVA_RS_20221216_MID_S04_002,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,4,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARG_PMADRY_PCUEVA_RS_20221216_MID,ARG_PMADRY_PCUEVA_RS_20221216_MID_S04_003,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,1,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARG_PMADRY_PCUEVA_RS_20221216_MID,ARG_PMADRY_PCUEVA_RS_20221216_MID_S04_005,abundance,http://vocab.nerc.ac.uk/collection/P06/current/UPMS/,36,count,http://vocab.nerc.ac.uk/collection/P06/current/UPMS/
ARG_PMADRY_PCUEVA_RS_20221216_MID,ARG_PMADRY_PCUEVA_RS_20221216_MID_S05_001,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,5,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARG_PMADRY_PCUEVA_RS_20221216_MID,ARG_PMADRY_PCUEVA_RS_20221216_MID_S05_003,abundance,http://vocab.nerc.ac.uk/collection/P06/current/UPMS/,28,count,http://vocab.nerc.ac.uk/collection/P06/current/UPMS/
ARG_PMADRY_PCUEVA_RS_20221216_MID,ARG_PMADRY_PCUEVA_RS_20221216_MID_S06_001,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,1,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARG_PMADRY_PCUEVA_RS_20221216_MID,ARG_PMADRY_PCUEVA_RS_20221216_MID_S06_002,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,2,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARG_PMADRY_PCUEVA_RS_20221216_MID,ARG_PMADRY_PCUEVA_RS_20221216_MID_S06_004,abundance,http://vocab.nerc.ac.uk/collection/P06/current/UPMS/,16,count,http://vocab.nerc.ac.uk/collection/P06/current/UPMS/
ARG_PMADRY_PCUEVA_RS_20221216_MID,ARG_PMADRY_PCUEVA_RS_20221216_MID_S06_005,abundance,http://vocab.nerc.ac.uk/collection/P06/current/UPMS/,8,count,http://vocab.nerc.ac.uk/collection/P06/current/UPMS/
ARG_PMADRY_PCUEVA_RS_20221216_MID,ARG_PMADRY_PCUEVA_RS_20221216_MID_S06_006,abundance,http://vocab.nerc.ac.uk/collection/P06/current/UPMS/,4,count,http://vocab.nerc.ac.uk/collection/P06/current/UPMS/
ARG_PMADRY_PCUEVA_RS_20221216_MID,ARG_PMADRY_PCUEVA_RS_20221216_MID_S07_001,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,2,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARG_PMADRY_PCUEVA_RS_20221216_MID,ARG_PMADRY_PCUEVA_RS_20221216_MID_S07_003,abundance,http://vocab.nerc.ac.uk/collection/P06/current/UPMS/,24,count,http://vocab.nerc.ac.uk/collection/P06/current/UPMS/
ARG_PMADRY_PCUEVA_RS_20221216_MID,ARG_PMADRY_PCUEVA_RS_20221216_MID_S07_004,abundance,http://vocab.nerc.ac.uk/collection/P06/current/UPMS/,4,count,http://vocab.nerc.ac.uk/collection/P06/current/UPMS/
ARG_PMADRY_PCUEVA_RS_20221216_MID,ARG_PMADRY_PCUEVA_RS_20221216_MID_S08_001,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,1,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARG_PMADRY_PCUEVA_RS_20221216_MID,ARG_PMADRY_PCUEVA_RS_20221216_MID_S08_002,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,3,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARG_PMADRY_PCUEVA_RS_20221216_MID,ARG_PMADRY_PCUEVA_RS_20221216_MID_S08_004,abundance,http://vocab.nerc.ac.uk/collection/P06/current/UPMS/,44,count,http://vocab.nerc.ac.uk/collection/P06/current/UPMS/
ARG_PMADRY_PCUEVA_RS_20221216_MID,ARG_PMADRY_PCUEVA_RS_20221216_MID_S08_005,abundance,http://vocab.nerc.ac.uk/collection/P06/current/UPMS/,4,count,http://vocab.nerc.ac.uk/collection/P06/current/UPMS/
ARG_PMADRY_PCUEVA_RS_20221216_MID,ARG_PMADRY_PCUEVA_RS_20221216_MID_S09_001,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,3,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARG_PMADRY_PCUEVA_RS_20221216_MID,ARG_PMADRY_PCUEVA_RS_20221216_MID_S09_003,abundance,http://vocab.nerc.ac.uk/collection/P06/current/UPMS/,20,count,http://vocab.nerc.ac.uk/collection/P06/current/UPMS/
ARG_PMADRY_PCUEVA_RS_20221216_MID,ARG_PMADRY_PCUEVA_RS_20221216_MID_S09_004,abundance,http://vocab.nerc.ac.uk/collection/P06/current/UPMS/,16,count,http://vocab.nerc.ac.uk/collection/P06/current/UPMS/
ARG_PMADRY_PCUEVA_RS_20221216_MID,ARG_PMADRY_PCUEVA_RS_20221216_MID_S10_001,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,1,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARG_PMADRY_PCUEVA_RS_20221216_MID,ARG_PMADRY_PCUEVA_RS_20221216_MID_S10_002,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,3,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARG_PMADRY_PCUEVA_RS_20221216_MID,ARG_PMADRY_PCUEVA_RS_20221216_MID_S10_004,abundance,http://vocab.nerc.ac.uk/collection/P06/current/UPMS/,16,count,http://vocab.nerc.ac.uk/collection/P06/current/UPMS/
ARG_PMADRY_PCUEVA_RS_20221216_MID,ARG_PMADRY_PCUEVA_RS_20221216_MID_S10_005,abundance,http://vocab.nerc.ac.uk/collection/P06/current/UPMS/,12,count,http://vocab.nerc.ac.uk/collection/P06/current/UPMS/
ARG_PMADRY_PESTE_RS_20221227_HIGH,ARG_PMADRY_PESTE_RS_20221227_HIGH_S01_001,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,3,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARG_PMADRY_PESTE_RS_20221227_HIGH,ARG_PMADRY_PESTE_RS_20221227_HIGH_S01_002,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,9,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARG_PMADRY_PESTE_RS_20221227_HIGH,ARG_PMADRY_PESTE_RS_20221227_HIGH_S01_004,abundance,http://vocab.nerc.ac.uk/collection/P06/current/UPMS/,72,count,http://vocab.nerc.ac.uk/collection/P06/current/UPMS/
ARG_PMADRY_PESTE_RS_20221227_HIGH,ARG_PMADRY_PESTE_RS_20221227_HIGH_S02_001,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,10,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARG_PMADRY_PESTE_RS_20221227_HIGH,ARG_PMADRY_PESTE_RS_20221227_HIGH_S02_002,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,19,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
